0,1-11-2019,Indian Embassy in US reaches out to Congressmen,"New Delhi: The Indian Embassy in the US has launched an outreach programme among US Congressmen after some Democratic lawmakers raised concernsabout the ground situation in Kashmir.Led by Indian envoy Harsh V Shringla, the Embassy has identified key Congressmen with decision-making abilities for focused engagement. While Shringla is personally engaging with individual Congressman, other diplomats from the mission are traveling to key US states to work with Congressmen in their constituencies, ET has learnt.The Embassy has also made efforts to provide information on developments in Jammu & Kashmir on a real-time basis to Congressmen and their staffers. A delegation of Congressional staffers may visit India shortly to get an understanding of the Kashmir situation, ET has learnt.A comprehensive strategy for a focused and coordinated outreach to Congress has been planned by the Ministry of External Affairs and the Embassy. Foreign minister S Jaishankar is expected to visit Washington DC in near future and a 2+2 (Foreign-Defence Minister) Dialogue is being planned on that occasion.The Embassy is planning to hold at least two joint events over the next few weeks with key Congressmen in their constituencies to meet Indian community representatives there. Diplomats from the Indian Embassy in Washington and consulates have been deployed to work the corridors of Congress and engage with congressional staffers to appraise them about the situation in Kashmir and threats from across the border.The ambassador has himself engaged with more than 100 Congressmen besides briefing the House Foreign Relations Committee on the decision to scrap Article 370 and the situation in Kashmir. Similar briefings in the US Senate for both senators and their staffers are also being planned.The Embassy is also working with friends of India, including Jewish groups, business lobbies and professional associations in securing better access to key US Congressmen and engaging them. Meanwhile, the five Indian consulates in the US are mobilising the Indian community to garner support for India’s position, ET has learnt.A subcommittee of the US Congress on October 22 conducted a hearing on the human rights situation in South Asia, with a special focus on the Kashmir Valley in the backdrop of the abrogation of Article 370, with some Congressmen calling for an active US role to defuse what they called a “humanitarian crisis”.Experts familiar with US politics told ET that Congressmen from the Democratic Party, who have critical views on human rights situation in Kashmir, belong to the Left faction within the party and see this as thecorrect strategy to garner votes in the backdrop of increasingly Right vs Left polarisation in American politics. "," The Indian Embassy in the US has launched an outreach programme among key Democratic lawmakers concerned about the ground situation in Kashmir. Led by Harsh V Shringla, the embassy has identified key Congressmen with decision-making abilities for focused engagement. The mission is traveling to key US states to work with Congressmen in their constituencies and provide information on developments in Jammu & Kashmir on a real-time basis to Congressional staffers. A delegation of Congressional staffers may visit India soon to get an understanding of the Kashmir situation. The Ministry of External Affairs and the Embassy are planning a comprehensive strategy for a focused and coordinated outreach to Congress, with Foreign Minister S Jaishankar expected to visit Washington DC in near future for a 2+2 Dialogue. The embassy is planning at least two joint events over the next few weeks with key Congressmen in their constituencies to meet Indian community representatives there."
1,1-11-2019,Motown queens fail to live up to top safety standards in tests,"NEW DELHI: India’s top-selling hatchbacks, Maruti Suzuki WagonR and Hyundai Santro, received two stars and the Datsun RediGo got a single star in crash tests conducted by UK-based private vehicle safety group Global NCAP.The Maruti Suzuki Ertiga, the local market leader’s multi-purpose vehicle, scored three stars in the tests.Five stars denote the best safety rating for a vehicle, according to Global NCAP.The group said it chose entry-level versions of the Ertiga, WagonR, Santro and the RediGo in the sixth round of its #SaferCarsForIndia crash tests. Of these, the Ertiga was fitted with two airbags as standard, while the other models offered only a driver-side frontal airbag. The results highlight significant differences in adult occupant protection in cars that meet the latest government-mandated vehicle technical regulations in India, the group said.Global NCAP chief executive David Ward said the tests showed a mixed safety performance. “The Ertiga achieves a creditable three stars for both adult and child occupant protection, but it's obvious that more can and should be done to improve overall protection levels for cars sold in the market,” he said.  “The Indian government's crash test standards are clearly helping to eliminate any new zero-star cars from the market,” he added.The WagonR and Santro achieved two stars for adult and child occupant protection, Global NCAP said. These models offer only one airbag as standard. Their structures, however, were rated as unstable. The RediGo achieved one star for adult occupant protection and two stars for child protection. It also offers only one airbag as standard and its structure was also rated as unstable.As for the Ertiga, Global NCAP said it achieved three stars for both adult occupant and child occupant protection. The model offers two frontal airbags as standard. Its structure was rated as “borderline unstable”, which the agency said could be improved."," India's top-selling hatchbacks and multi-purpose vehicles received two or one stars in crash tests conducted by UK-based private vehicle safety group Global NCAP. The Maruti Suzuki WagonR and Hyundai Santro scored two stars for adult occupant protection, while the Datsun RediGo got a single star. However, the Ertiga achieved three stars for both adult and child occupant protection, but it's evident that more can be done to improve overall protection levels for cars sold in the market. The WagonR and Santro received two stars for adult and child occupant protection, while the RediGo got one star for adult occupant protection and two stars for child protection. However, the Ertiga achieved three stars for both adult and child occupant protection."
2,1-11-2019,Lupin looks to sell Japanese arm Kyowa for $600 million,"MUMBAI: India’s Lupin Ltd is in advanced talks to sell its Japanese generics subsidiary Kyowa Pharmaceuticals for an enterprise value of $600 million to a local player as it steps up efforts to significantly cut operations in the world’s third largest pharma market. The name of the buyer could not be independently verified. People close to the discussions said that an announcement is expected in November.In August, Lupin sold its injectables business to neo ALA Co, a wholly owned subsidiary of Abu Dhabi based Neopharma group, for an undisclosed sum to help streamline Japanese operations and increase focus on branded generics.Lupin did not respond to emails till press time on Thursday.Lupin acquired Kyowa in 2007 from the Sugiura family, two years after entering a strategic alliance to market finished formulations in Japan. In 2018-19, Kyowa earned revenue of Rs 1,784 crore, contributing 11% to Lupin’s consolidated revenues. It grew a modest 5% over the year-ago level. Its net profit halved to Rs 68.6 crore – constituting 11.3% of Lupin’s consolidated profit while Ebitda margins also dropped sharply from 20% to 11%.  Lupin is among the few Indian players that managed to crack the highly-regulated, brand-conscious $100-billion East Asian market.It has been reviewing its global footprint and the decision to scale down Japan is part of that exercise, officials aware of the development said. “The Japanese subsidiary grew at an impressive 14%+ CAGR in the last 11 years (since acquisition) in yen terms,” said an official familiar with the ongoing developments on condition of anonymity as talks are in private domain. “However, the recent decline in growth and impending further decline have led to re-evaluate the market and investment. Pricing pressure in Japan has hit the company very hard, especially last year. Since then, gross margins have dropped from 55% in FY18 to 31% in FY19.” At a recent analysts call, Lupin managing director Nilesh Gupta said, “Volume growth will happen, but value growth will be muted as far as Japan is concerned. We need to bring cost efficiencies and operational excellence into the structure.”Lupin has already moved a lion’s share of its drugs for Japan to its Goa manufacturing plant and wants to vertically integrate it. Its latest annual report says that the Japanese generics market is increasingly converging towards a substitution-oriented model and it needs to develop products at the right cost, gain substantial market share and simultaneously build the specialty portfolio.Surajit Pal, senior analyst at Prabhudas Lilladher, said such a move would be good for Lupin and its investors. Despite its growth potential, the slow-growing Japanese business has been a drag on profitability, he added."," Mumbai-based drugmaker Lupin Ltd is in advanced talks to sell its Japanese generics subsidiary Kyowa Pharmaceuticals for an enterprise value of $600 million to a local player as it steps up efforts to significantly cut operations in the world's third largest pharma market. The buyer name could not be independently verified. In August, Lupin sold its injectables business to neo ALA Co, a wholly owned subsidiary of Abu Dhabi based Neopharma group, for an undisclosed sum to help streamline Japanese operations and increase focus on branded generics."
3,1-11-2019,Lupin looks to sell Japanese arm Kyowa for $600 million,"MUMBAI: India’s Lupin Ltd is in advanced talks to sell its Japanese generics subsidiary Kyowa Pharmaceuticals for an enterprise value of $600 million to a local player as it steps up efforts to significantly cut operations in the world’s third largest pharma market. The name of the buyer could not be independently verified. People close to the discussions said that an announcement is expected in November.In August, Lupin sold its injectables business to neo ALA Co, a wholly owned subsidiary of Abu Dhabi based Neopharma group, for an undisclosed sum to help streamline Japanese operations and increase focus on branded generics.Lupin did not respond to emails till press time on Thursday.Lupin acquired Kyowa in 2007 from the Sugiura family, two years after entering a strategic alliance to market finished formulations in Japan. In 2018-19, Kyowa earned revenue of Rs 1,784 crore, contributing 11% to Lupin’s consolidated revenues. It grew a modest 5% over the year-ago level. Its net profit halved to Rs 68.6 crore – constituting 11.3% of Lupin’s consolidated profit while Ebitda margins also dropped sharply from 20% to 11%.  Lupin is among the few Indian players that managed to crack the highly-regulated, brand-conscious $100-billion East Asian market.It has been reviewing its global footprint and the decision to scale down Japan is part of that exercise, officials aware of the development said. “The Japanese subsidiary grew at an impressive 14%+ CAGR in the last 11 years (since acquisition) in yen terms,” said an official familiar with the ongoing developments on condition of anonymity as talks are in private domain. “However, the recent decline in growth and impending further decline have led to re-evaluate the market and investment. Pricing pressure in Japan has hit the company very hard, especially last year. Since then, gross margins have dropped from 55% in FY18 to 31% in FY19.” At a recent analysts call, Lupin managing director Nilesh Gupta said, “Volume growth will happen, but value growth will be muted as far as Japan is concerned. We need to bring cost efficiencies and operational excellence into the structure.”Lupin has already moved a lion’s share of its drugs for Japan to its Goa manufacturing plant and wants to vertically integrate it. Its latest annual report says that the Japanese generics market is increasingly converging towards a substitution-oriented model and it needs to develop products at the right cost, gain substantial market share and simultaneously build the specialty portfolio.Surajit Pal, senior analyst at Prabhudas Lilladher, said such a move would be good for Lupin and its investors. Despite its growth potential, the slow-growing Japanese business has been a drag on profitability, he added.Connect with Experts - Wealth creation made easy"," Mumbai-based drugmaker Lupin Ltd is in advanced talks to sell its Japanese generics subsidiary Kyowa Pharmaceuticals for an enterprise value of $600 million to a local player as it steps up efforts to significantly cut operations in the world's third largest pharma market. The buyer's name could not be independently verified, but people close to the discussions said that an announcement is expected in November. Lupin sold its injectables business to neo ALA Co, a wholly owned subsidiary of Abu Dhabi based Neopharma group, for an undisclosed sum to help streamline Japanese operations and increase focus on branded generics. In 2018-19, Kyowa earned revenue of Rs 1,784 crore, contributing 11% to Lupin's consolidated revenues. It grew a modest 5% over the year-ago level. Its net profit halved to Rs 68.6 crore - constituting 11"
4,1-11-2019,"With no liquidity, liquor sales on the rocks","You know the glass is half-empty when a major company selling liquid stimulants holds back on pushing sales because the trade is hit by a liquidity shortage.United Spirits Limited, India’s biggest liquor firm which sells brands including Johnnie Walker and McDowell’s, told investors during an earnings call last week that in order to “minimise credit risk” in a liquor trade facing a “big time liquidity crunch”, it’s no longer doing aggressive sales.Basically, the liquor company fears traders will stock the products but won’t be able to pay, adding to its bad debts. “This time the reality is, there are real liquidity issues in the marketplace with the trading community. So, if you supply, they will take the stock, but it’s at your peril,” Anand Kripalu, managing director at USL, told investors.“It is not as if we are not supplying at all. We are just being cautious about the last push,” Kripalu said. “Some of the competitors in the marketplace decided to increase credit in high-risk market. We decided we won’t do that.”Poor Growth“This remains part of our philosophy to not keep having provisions of bad debt, because you sell and then you just find it hard to collect,” he said.Liquor trade’s hangover from the economic slowdown is similar to FMCG failing to take a bigger bite out of consumer spend, again thanks to liquidity issues. Hindustan Unilever, the country’s largest packaged consumer goods firm, had last month said trade was facing an acute liquidity crunch.Diageo-controlled USL reported volume growth of just 1% year on year in the quarter ended September, mainly because of a slowdown in consumer demand along with liquidity challenges. The company had posted 10.3% volume growth a year ago.Similar to FMCG, the overall liquor market in the country recorded 2-3% growth in the nine months to September, which companies attribute to floods in some states and an increase in taxes, on top of a broad economic slump that has taken a toll on consumption. Adding to the impact on numbers is the high base of 2018, when the market grew 10% to a six-year high.Sales volume of locally made foreign liquor increased 1.4% year on year in the September quarter. Whiskey and brandy showed poor growth, vodka and gin segments declined, industry executives said, citing excise department data. A year ago, the market had grown 12.9% in the same quarter.Diageo's biggest rival, Pernod Ricard, too, saw its Indian business growth slowing to 3% in the September quarter from 34% in the year-earlier period.Analysts expect liquor sales to remain subdued for the rest of the fiscal. “We expect demand to remain subdued Q2FY20 onwards,” said Abneesh Roy, executive vice president of institutional equities at Edelweiss Research. “Spirits, being more discretionary in nature, are expected to face volume deceleration in ensuing quarters. While the volume decline may not be as severe as in the four-wheeler and two-wheeler segments, we nevertheless expect softness in demand for the liquor sector,” he said."," The article reports that United Spirits Limited, India's biggest liquor firm which sells brands including Johnnie Walker and McDowell's, has held back on aggressive sales because of a liquidity shortage in the liquor trade. This is due to fears that traders will stock the products but won't be able to pay, adding to bad debts. The company said it was cautious about the last push and wouldn't keep having provisions of bad debt. Poor growth and liquidity issues are affecting the overall market, with volumes of locally made foreign liquor increasing by 1.4% year on year in the September quarter while whiskey and brandy showed poor growth, vodka and gin segments declined, industry executives said, citing excise department data. Analysts expect liquor sales to remain subdued for the rest of the fiscal."
5,1-11-2019,"Analyst Calls: Gujarat Gas, SKF India, Ramco Cements, Inox Leisure","Good morning! The domestic stock market on Friday showed early signs of a possible breakout from its consolidation range. And Nifty futures on Singapore traded 13.50 points lower this morning, signalling a weak start for Dalal Street. As you head for the day’s trade, here is a compilation of overnight analyst calls on various stocks.• Jefferies has upgraded Gujarat Gas to buy from hold and raised target price to Rs 240 from Rs 170 following the stock's recent underperformance versus peers. Despite weaker FO cracks, the loss of market share to FO is not playing out amidst regulatory support and uncertainty on longer term FO prices thereby mitigating key concern on Gujarat Gas, said Jefferies. Economies of scale and lower spot LNG prices could support margins too, said Jefferies. Shares of Gujarat Gas ended down 0.1 per cent at Rs 195.50 on Thursday.• HSBC has cut target price on SKF India to Rs 2,450 from Rs 2,500 on the back of near term earnings cuts. HSBC has retained buy recommendation. The second quarter saw sharp fall in automotive segment and deteriorating mix, cushioned by exports and industrial segment. The industrial segment shows potential and the automotive segment still offers room for share gain, said HSBC. Shares of SKF India ended up 0.8 per cent at Rs 2191.55 on Thursday.• CLSA has raised target price on Ramco Cements to Rs 1,050 from Rs 970 while retaining a buy recommendation. The brokerage has raised earnings estimates due to betterthan-expected results. CLSA said Ramco Cements remains its preferred pick due to its focus on growth and cost optimisation, although weak cement prices in south and east India are near term concerns. Shares of Ramco Cements ended up 1.1 per cent at Rs 784.25 on Thursday.• Maybank Kim Eng Securities has maintained buy rating on Inox Leisure with a target price of Rs 390. Footfalls in the first half of the year improved 24 per cent year-on-year backed by hits such as 'Bharat', 'Kabir Singh', 'Mission Mangal' etc, the brokerage said. Improvement in key parameters, such as footfalls, new screen additions, food and beverage per patron and ads is sustainable, said Maybank Kim Eng. Shares of Inox Leisure ended up 1 per cent at Rs 364.80 on Thursday.• Edelweiss has maintained buy rating on India Grid Trust with a target price of Rs 113. India Grid Trust reported stable second quarter performance with Rs 3 distribution per unit (DPU), said Edelweiss. The RBI’s nod to allow banks to lend to the InvIT is a transformational event and a positive for IndiGrid over the medium term. The brokerage is positive on India Grid's business model. Unit of India Grid Trust ended up 0.5 per cent at Rs 94.5 on Thursday.Connect with Experts - Wealth creation made easy"," Hello! I can help you connect with experts for your wealth-building needs. Please provide me with some information about your goals and preferences, and I will do my best to match you with the right person or team."
6,1-11-2019,‘China occupying large areas of Jammu & Kashmir and Ladakh’,"New Delhi: India and China on Thursday engaged in a war of words over the status of Ladakh, with New Delhi upping the ante on Aksai Chin after Beijing claimed that J&K’s division challenged its sovereignty. “The Indian government officially announced the establishment of socalled Jammu and Kashmir and Ladakh Union territories which included some of China’s territory into its administrative jurisdiction,” Chinese foreign ministry spokesman Geng Shuang said.“China deplores and firmly opposes that. India unilaterally changed its domestic laws and administrative division challenging China’s sovereignty,” he said. Responding strongly, the MEA in a statement said: “The matter of reorganisation... is entirely an internal affair of India... We expect other countries to respect India’s sovereignty and territorial integrity.”The MEA said: “China continues to be in occupation of a large tract of area in...Jammu and Kashmir and Ladakh (Aksai Chin). It has also illegally acquired Indian territories from Pakistan-occupied Kashmir...”"," The article reports that India and China have engaged in a war of words over the status of Ladakh, with New Delhi upping the ante on Aksai Chin after Beijing claimed that J&K's division challenged its sovereignty. The Indian government established two new union territories - Jammu and Kashmir and Ladakh - which included some Chinese territory. China deplored this move and demanded respect for India's sovereignty and territorial integrity. In response, the MEA stated that the matter of reorganization was entirely an internal affair of India and urged other countries to respect India's sovereignty. Additionally, China continues to occupy a large tract of area in Jammu and Kashmir and Ladakh (Aksai Chin), and has illegally acquired Indian territories from Pakistan-occupied Kashmir."
7,1-11-2019,Domestic investors grow in strength as foreign funds take a step back,"Mumbai: Data compiled by ETIG shows mutual funds ownership in BSE500 stocks (among public shareholding) was at 18.77 per cent at the end of September compared with 11.61 per cent four years ago.Since January 2015, mutual funds have invested about Rs 4.16 lakh crore in domestic equities which is more than three times higher than the foreign investor inflows of Rs 1.21 lakh crore in the same period.Inflows into financial products are anywhere between Rs 10,000 crore and Rs 12,000 crore a month in Indian equities, of which inflows into the sticky systematic investment plans (SIP) are over Rs 8,000 crore a month for the last 10 months. The cumulative impact of this sustained investment journey was clearly visible in the resilience of Indian markets seen in the past few years. Despite heavy selling by foreign portfolio investors, markets, especially largecaps, have managed to increase to new highs.  For instance, FPIs sold Indian equities worth Rs 35,800 crore in 2018, but the Sensex gained 6 per cent as domestic mutual funds bought nearly Rs 1.18 lakh crore. This is the power of retail investors and this has led to a big shift in power in capital markets from offshore players to onshore ones. A stronger dollar, a stalled earnings revival and muted returns combined to drive foreign funds out of India in the past few years.Their ownership in BSE500 stocks declined from 53.26 per cent in September 2015 to 48.16 per cent September 2019.RECOMMENDEDSTORIES FOR YOUMuthoot Finance board approves $450 million fundraising planSebi to auction assets of Royal Twinkle Star Club, Citrus Check InnsChina doubts long-term trade deal possible with TrumpConnect with Experts - Wealth creation made easy"," The article discusses the ownership of mutual funds in BSE500 stocks among the public shareholding. As of September 2019, this ownership stood at 48.16% compared to 53.26% four years ago. Additionally, it highlights that mutual funds have invested about Rs 4.16 lakh crore in domestic equities since January 2015, which is more than three times higher than the foreign investor inflows of Rs 1.21 lakh crore in the same period. The article also mentions that despite heavy selling by foreign portfolio investors, markets, especially largecaps, have managed to increase to new highs. Finally, it states that a stronger dollar, stalled earnings revival and muted returns combined to drive foreign funds out of India in the past few years."
8,1-11-2019,Domestic investors grow in strength as foreign funds take a step back,"Mumbai: Data compiled by ETIG shows mutual funds ownership in BSE500 stocks (among public shareholding) was at 18.77 per cent at the end of September compared with 11.61 per cent four years ago.Since January 2015, mutual funds have invested about Rs 4.16 lakh crore in domestic equities which is more than three times higher than the foreign investor inflows of Rs 1.21 lakh crore in the same period.Inflows into financial products are anywhere between Rs 10,000 crore and Rs 12,000 crore a month in Indian equities, of which inflows into the sticky systematic investment plans (SIP) are over Rs 8,000 crore a month for the last 10 months. The cumulative impact of this sustained investment journey was clearly visible in the resilience of Indian markets seen in the past few years. Despite heavy selling by foreign portfolio investors, markets, especially largecaps, have managed to increase to new highs.  For instance, FPIs sold Indian equities worth Rs 35,800 crore in 2018, but the Sensex gained 6 per cent as domestic mutual funds bought nearly Rs 1.18 lakh crore. This is the power of retail investors and this has led to a big shift in power in capital markets from offshore players to onshore ones. A stronger dollar, a stalled earnings revival and muted returns combined to drive foreign funds out of India in the past few years.Their ownership in BSE500 stocks declined from 53.26 per cent in September 2015 to 48.16 per cent September 2019.RECOMMENDEDSTORIES FOR YOUMuthoot Finance board approves $450 million fundraising planSebi to auction assets of Royal Twinkle Star Club, Citrus Check InnsChina doubts long-term trade deal possible with TrumpConnect with Experts - Wealth creation made easy"," The article discusses the ownership of mutual funds in BSE500 stocks among the public shareholding. As of September 2019, this ownership stood at 48.16% compared to 53.26% four years ago. Additionally, it highlights that mutual funds have invested about Rs 4.16 lakh crore in domestic equities since January 2015, which is more than three times higher than the foreign investor inflows of Rs 1.21 lakh crore in the same period. The article also mentions that despite heavy selling by foreign portfolio investors, markets, especially largecaps, have managed to increase to new highs. Finally, it states that a stronger dollar, stalled earnings revival and muted returns combined to drive foreign funds out of India in the past few years."
9,1-11-2019,Mutual funds grow in strength as foreign funds take a step back,"Mumbai: Data compiled by ETIG shows mutual funds ownership in BSE500 stocks (among public shareholding) was at 18.77 per cent at the end of September compared with 11.61 per cent four years ago.Since January 2015, mutual funds have invested about Rs 4.16 lakh crore in domestic equities which is more than three times higher than the foreign investor inflows of Rs 1.21 lakh crore in the same period.Inflows into financial products are anywhere between Rs 10,000 crore and Rs 12,000 crore a month in Indian equities, of which inflows into the sticky systematic investment plans (SIP) are over Rs 8,000 crore a month for the last 10 months. The cumulative impact of this sustained investment journey was clearly visible in the resilience of Indian markets seen in the past few years. Despite heavy selling by foreign portfolio investors, markets, especially largecaps, have managed to increase to new highs.Best MF to invest Looking for the best mutual funds to invest? Here are our recommendations.View Details »  For instance, FPIs sold Indian equities worth Rs 35,800 crore in 2018, but the Sensex gained 6 per cent as domestic mutual funds bought nearly Rs 1.18 lakh crore. This is the power of retail investors and this has led to a big shift in power in capital markets from offshore players to onshore ones. A stronger dollar, a stalled earnings revival and muted returns combined to drive foreign funds out of India in the past few years.Their ownership in BSE500 stocks declined from 53.26 per cent in September 2015 to 48.16 per cent September 2019.RECOMMENDEDSTORIES FOR YOUMuthoot Finance board approves $450 million fundraising planSebi to auction assets of Royal Twinkle Star Club, Citrus Check InnsChina doubts long-term trade deal possible with TrumpConnect with Experts - Wealth creation made easy"," The article highlights that mutual funds ownership in BSE500 stocks among the public shareholding was at 18.77 per cent at the end of September compared with 11.61 per cent four years ago, and since January 2015, mutual funds have invested about Rs 4.16 lakh crore in domestic equities which is more than three times higher than the foreign investor inflows of Rs 1.21 lakh crore in the same period. Inflows into financial products are anywhere between Rs 10,000 crore and Rs 12,000 crore a month in Indian equities, of which inflows into the sticky systematic investment plans (SIP) are over Rs 8,000 crore a month for the last 10 months. The sustained investment journey has led to resilience in Indian markets seen in the past few years despite heavy selling by foreign portfolio investors. Best mutual funds to invest in"
